B612A-6,0
B678A-10,13
B678A-11,13
B678A-12,20
B678A-13,20
B678A-1,20
B678A-2,20
B678A-3,20
B678A-4,20
B678A-5,20
B690A-1,16
B690A-2,20
B690A-3,20
B690A-4,20
B690A-5,20
B690A-6,20
B695A-10,0
B695A-11,12
B695A-12,8
B695A-13,19
B695A-1,11
B695A-2,12
B695A-3,8
B695A-4,15
B695A-5,18
B695A-6,0
B697A-8,0
B697A-9,0
B697A-10,16
B697A-11,20
B697A-12,20
B697A-13,20
B697A-1,20
B697A-2,20
B697A-3,20
B697A-4,20
B697A-5,20
B710AP-8,20
B710AP-9,20
B710AP-10,20
B710AP-11,20
B710AP-12,20
B710AP-13,20
B710AP-1,20
B710AP-2,20
B710AP-3,20
B710AP-4,20
B710AP-5,20
B710AP-5.5,20
B820GB-8,0
B820GB-9,10
B820GB-10,20
B820GB-11,20
B820GB-12,20
B820GB-13,20
B820GB-1,20
B820GB-2,20
B820GB-3,20
B820GB-4,20
B820GB-5,20
B820GB-6,20
B821A-8,20
B821A-9,20
B821A-10,20
B821A-11,20
B821A-12,20
B821A-13,20
B821A-1,20
B821A-2,20
B821A-3,20
B821A-4,20
B821A-5,20
B881A-1,20
B881A-2,20
B881A-3,0
B881A-4,0
B881A-5,0
B881A-6,0
B922A-8,0
B922A-9,0
B922A-10,0
B922A-11,4
B922A-12,0
B922A-13,0
B922A-1,10
B922A-2,5
B922A-3,18
B922A-4,19
B922A-5,8
B922BT-8,0
B922BT-9,0
B922BT-10,12
B922BT-11,5
B922BT-12,15
B922BT-13,16
B922BT-1,13
B922BT-2,9
B922BT-3,20
B922BT-4,20
B922BT-5,20
B9556B-10,0
B9556B-11,20
B9556B-12,20
B9556B-13,20
B9556B-1,20
B9556B-2,20
B9556B-3,8
B9556B-4,20
B9556B-5,20
B9556B-5.5,20
B9556BD-10,17
B9556BD-11,16
B9556BD-12,20
B9556BD-13,20
B9556BD-1,20
B9556BD-2,20
B9556BD-3,20
B9556BD-4,20
B9556BD-5,20
B9556BD-5.5,20
B968BC-11,0
B968BC-12,20
B968BC-13,20
B968BC-1,20
B968BC-2,20
B968BC-3,20
B968BC-4,20
B968BC-5,20
B968BC-5.5,20
BS286C-11,20
BS286C-12,20
BS286C-13,20
BS286C-1,20
BS286C-2,20
BS286C-3,20
BS286C-4,20
BS286C-5,20
BS406C-11,2
BS406C-12,0
BS406C-13,0
BS406C-1,0
BS406C-2,0
BS406C-3,0
BS406C-4,0
BS406C-5,20
BS406C-6,0
BS485C-11,20
BS485C-12,20
BS485C-13,20
BS485C-1,20
BS485C-2,20
BS485C-3,20
BS485C-4,20
BS485C-5,20
BS485C-6,20
C1657A-10,20
C1657A-11,20
C1657A-12,20
C1657A-13,20
C1657A-1,20
C1657A-2,20
C1657A-3,20
C1657A-4,20
C1657A-5,20
C1657A-6,20
C657A-8,0
C657A-9,8
C657A-10,20
C657A-11,20
C657A-12,20
C657A-13,20
C657A-1,0
C657A-2,20
C657A-3,20
C657A-4,20
C657A-5,20
C657A-6,0
C729A-8,0
C729A-9,0
C729A-10,0
C729A-11,0
C729A-12,0
C729A-13,0
C729A-1,0
C729A-2,0
C732A-6,20
C732A-7,20
C732A-8,20
C732A-9,20
C732A-10,20
C732A-11,20
C732A-12,20
C732A-13,20
C732A-1,20
C732A-2,20
C732AP-6,19
C732AP-7,19
C732AP-8,20
C732AP-9,20
C732AP-10,20
C732AP-11,20
C732AP-12,20
C732AP-13,20
C732AP-1,20
C732AP-2,20
C794A-8,0
C794A-9,0
C794A-10,0
C794A-11,0
C794A-12,2
C794A-13,20
C794A-1,20
C794A-2,20
C794AP-8,0
C794AP-9,20
C794AP-10,20
C794AP-11,20
C794AP-12,20
C794AP-13,20
C794AP-1,20
C794AP-2,20
CS266LC-4,0
CS266LC-5,0
CS266LC-6,0
CS266LC-7,0
CS266LC-8,0
CS266LC-9,0
CS266LC-10,0
CS269NC-4,0
CS269NC-5,0
CS269NC-6,14
CS269NC-7,20
CS269NC-8,20
CS269NC-9,20
CS269NC-10,20
CS281C-4,0
CS281C-5,0
CS281C-6,0
CS281C-7,0
CS281C-8,0
CS281C-9,0
CS281C-10,0
CS281F-4,0
CS281F-5,0
CS281F-6,0
CS281F-7,0
CS281F-8,0
CS281F-9,0
CS281F-10,0
CS282CPK-4,0
CS282CPK-5,0
CS282CPK-6,0
CS282CPK-7,0
CS282CPK-8,0
CS282CPK-9,0
CS282CPK-10,0
CS283F-4,0
CS283F-5,0
CS283F-6,0
CS283F-7,0
CS283F-8,0
CS283F-9,0
CS283F-10,0
CS284F-4,0
CS284F-5,0
CS284F-6,0
CS284F-7,0
CS284F-8,0
CS284F-9,0
CS284F-10,0
CT026N-6,2
CT026N-7,16
CT026N-8,19
CT026N-9,20
CT026N-10,20
CT026N-11,3
CT026N-12,15
CTSOCK-PKT,20
G192A-10,19
G192A-11,19
G192A-12,20
G192A-13,20
G192A-1,20
G192A-2,20
G192A-3,20
G192A-4,20
G192A-5,20
G268A-10,3
G268A-11,10
G268A-12,20
G268A-13,20
G268A-1,20
G268A-2,20
G268A-3,14
G268A-4,20
G268A-5,20
G705A-10,6
G705A-11,11
G705A-12,11
G705A-13,16
G705A-1,10
G705A-2,17
G705A-3,20
G705A-4,20
G705A-5,20
G716A-11,8
G716A-12,0
G716A-13,20
G716A-1,20
G716A-2,20
G716A-3,20
G716A-4,0
G716A-5,0
G716A-6,0
G723AP-13,20
G723AP-1,20
G723AP-2,20
G723AP-3,20
G723AP-4,20
G723AP-5,20
G724AP-10,20
G724AP-11,20
G724AP-12,20
G724AP-13,20
G724AP-1,20
G724AP-2,20
G724AP-3,20
G724AP-4,20
G724AP-5,20
G725AP-9,11
G725AP-10,20
G725AP-11,20
G725AP-12,20
G725AP-13,20
G725AP-1,20
G725AP-2,20
G725AP-3,20
G725AP-4,20
G725AP-5,20
G728AP-9,20
G728AP-10,20
G728AP-11,20
G728AP-12,20
G728AP-13,20
G728AP-1,20
G728AP-2,20
G728AP-3,20
G859A-10,0
G859A-11,0
G859A-12,0
G859A-13,1
G859A-1,0
G859A-2,20
G859A-3,20
G859A-4,20
G859A-5,4
L032A-3,3
L032A-4,17
L032A-5,20
L032A-6,20
L032A-7,20
L032A-8,13
L032A-9,5
L032DB-3,2
L032DB-4,20
L032DB-5,20
L032DB-6,20
L032DB-7,20
L032DB-8,20
L032DB-9,9
L042A-3,3
L042A-4,5
L042A-5,20
L042A-6,20
L042A-7,20
L042A-8,14
L049A-3,0
L049A-4,4
L049A-5,18
L049A-6,12
L049A-7,0
L049A-8,0
L049A-9,0
L049BT-3,0
L049BT-4,0
L049BT-5,4
L049BT-6,6
L049BT-7,0
L049BT-8,0
L049BT-9,0
L052A-3,17
L052A-4,20
L052A-5,20
L052A-6,20
L052A-7,20
L052A-8,20
L052A-9,1
L052ABM-3,11
L052ABM-4,20
L052ABM-5,20
L052ABM-6,20
L052ABM-7,20
L052ABM-8,6
L052ABM-9,0
L052G-3,1
L052G-4,1
L052G-5,20
L052G-6,20
L052G-7,20
L052G-8,0
L052G-9,0
L072A-3,0
L072A-4,0
L072A-5,14
L072A-6,20
L072A-7,17
L072A-8,4
L072A-9,0
L072C-3,5
L072C-4,20
L072C-5,20
L072C-6,20
L072C-7,20
L072C-8,20
L072C-9,13
L072FS-3,20
L072FS-4,20
L072FS-5,20
L072FS-6,20
L072FS-7,20
L072FS-8,20
L072FS-9,1
L075A-3,9
L075A-4,5
L075A-5,11
L075A-6,20
L075A-7,2
L075A-8,1
L075A-9,0
L083A-3,0
L083A-4,11
L083A-5,16
L083A-6,20
L083A-7,10
L083A-8,0
L083A-9,0
L083B-3,0
L083B-4,9
L083B-5,13
L083B-6,20
L083B-7,12
L083B-8,0
L083B-9,0
L088A-3,0
L088A-4,13
L088A-5,18
L088A-6,0
L088A-7,5
L088A-8,0
L088A-9,0
L091A-3,0
L091A-4,0
L091A-5,20
L091A-6,20
L091A-7,8
L091A-8,0
L091A-9,0
L097A-3,0
L097A-4,8
L097A-5,20
L097A-6,20
L097A-7,1
L097A-8,0
L105A-3,0
L105A-4,0
L105A-5,0
L105A-6,0
L105A-7,0
L105A-8,0
L120FM-3,13
L120FM-4,20
L120FM-5,20
L120FM-6,20
L120FM-7,20
L120FM-8,20
L120FM-9,0
L128A-36,5
L128A-37,3
L128A-38,20
L128A-39,0
L128A-40,0
L128A-41,0
L128A-42,0
L128C-36,0
L128C-37,0
L128C-38,20
L128C-39,2
L128C-40,0
L128C-41,14
L128C-42,0
L128G-36,0
L128G-37,20
L128G-38,20
L128G-39,20
L128G-40,0
L128G-41,20
L128G-42,5
L130A-3,0
L130A-4,20
L130A-5,20
L130A-6,20
L130A-7,20
L130A-8,12
L130C-3,20
L130C-4,20
L130C-5,20
L130C-6,20
L130C-7,20
L130C-8,20
L130FM-3,20
L130FM-4,20
L130FM-5,20
L130FM-6,20
L130FM-7,20
L130FM-8,20
L130S-3,20
L130S-4,20
L130S-5,20
L130S-6,20
L130S-7,20
L130S-8,20
L139G-3,8
L139G-4,8
L139G-5,20
L139G-6,20
L139G-7,8
L139G-8,7
L139G-9,0
L139NC-3,10
L139NC-4,19
L139NC-5,20
L139NC-6,20
L139NC-7,20
L139NC-8,19
L139NC-9,3
L166A-3,20
L166A-4,20
L166A-5,20
L166A-6,20
L166A-7,20
L166A-8,20
L166A-9,20
L168A-2,3
L168A-3,4
L168A-4,3
L168A-5,20
L168A-6,20
L168A-7,20
L168A-8,1
L171A-2,11
L171A-3,0
L171A-4,20
L171A-5,20
L171A-6,15
L171A-7,10
L171A-8,0
L172A-3,0
L172A-4,0
L172A-5,20
L172A-6,17
L172A-7,20
L172A-8,4
L172A-9,0
L172A-10,0
L173A-2,0
L173A-3,5
L173A-4,20
L173A-5,20
L173A-6,20
L173A-7,20
L173A-8,13
L173A-9,0
L174A-2,7
L174A-3,20
L174A-4,20
L174A-5,20
L174A-6,20
L174A-7,20
L174A-8,7
L179TN-3,15
L179TN-4,20
L179TN-5,20
L179TN-6,20
L179TN-7,20
L179TN-8,20
L184A-3,0
L184A-4,16
L184A-5,16
L184A-6,20
L184A-7,10
L184A-8,7
L185A-3,3
L185A-4,6
L185A-5,16
L185A-6,11
L185A-7,6
L185A-8,5
L210CM-36,6
L210CM-37,20
L210CM-38,20
L210CM-39,20
L210CM-40,20
L210CM-41,20
L210CM-42,7
L210GM-36,0
L210GM-37,0
L210GM-38,0
L210GM-39,1
L210GM-40,20
L210GM-41,0
L210GM-42,0
L211A-3,0
L211A-4,0
L211A-5,0
L211A-6,0
L211A-7,0
L211A-8,3
L211A-9,0
L213A-3,20
L213A-4,20
L213A-5,20
L213A-6,20
L213A-7,20
L213A-8,20
L213A-9,20
L215A-3,8
L215A-4,20
L215A-5,20
L215A-6,20
L215A-7,20
L215A-8,0
L215BD-3,0
L215BD-4,0
L215BD-5,0
L215BD-6,0
L215BD-7,0
L215BD-8,0
L216A-3,7
L216A-4,7
L216A-5,20
L216A-6,20
L216A-7,20
L216A-8,11
L216C-3,5
L216C-4,5
L216C-5,20
L216C-6,20
L216C-7,20
L216C-8,20
L216E-3,7
L216E-4,20
L216E-5,20
L216E-6,20
L216E-7,20
L216E-8,20
L221A-3,13
L221A-4,0
L221A-5,20
L221A-6,20
L221A-7,16
L221A-8,0
L221BEP-3,20
L221BEP-4,20
L221BEP-5,20
L221BEP-6,20
L221BEP-7,20
L221BEP-8,20
L221NCP-3,18
L221NCP-4,20
L221NCP-5,20
L221NCP-6,20
L221NCP-7,20
L221NCP-8,20
L238A-3,7
L238A-4,20
L238A-5,20
L238A-6,20
L238A-7,20
L238A-8,20
L238FS-3,20
L238FS-4,20
L238FS-5,20
L238FS-6,20
L238FS-7,20
L238FS-8,20
L250DB-3,2
L250DB-4,10
L250DB-5,20
L250DB-6,20
L250DB-7,20
L250DB-8,13
L250DB-9,1
L250DB-10,0
L257DB-3,0
L257DB-4,15
L257DB-5,16
L257DB-6,0
L257DB-7,16
L257DB-8,3
L257DB-9,5
L257DB-10,0
L259DB-3,15
L259DB-4,1
L259DB-5,20
L259DB-6,20
L259DB-7,18
L259DB-8,13
L259DB-9,3
L259DB-10,0
L277DB-4,14
L277DB-5,20
L277DB-6,20
L277DB-7,20
L277DB-8,13
L277DB-9,6
L279DB-4,9
L279DB-5,20
L279DB-6,20
L279DB-7,15
L279DB-8,11
L279DB-9,0
L282AG-3,20
L282AG-4,20
L282AG-5,20
L282AG-6,20
L282AG-7,20
L282AG-8,20
L282C-3,20
L282C-4,20
L282C-5,20
L282C-6,20
L282C-7,20
L282C-8,20
L282FS-3,20
L282FS-4,20
L282FS-5,20
L282FS-6,20
L282FS-7,20
L282FS-8,20
L282GG-3,20
L282GG-4,20
L282GG-5,20
L282GG-6,20
L282GG-7,20
L282GG-8,20
L282LT-3,20
L282LT-4,20
L282LT-5,20
L282LT-6,20
L282LT-7,20
L282LT-8,20
L283A-3,1
L283A-4,12
L283A-5,20
L283A-6,20
L283A-7,20
L283A-8,18
L283C-3,16
L283C-4,20
L283C-5,20
L283C-6,20
L283C-7,20
L283C-8,20
L283FS-3,0
L283FS-4,0
L283FS-5,20
L283FS-6,20
L283FS-7,20
L283FS-8,10
L284A-3,0
L284A-4,20
L284A-5,20
L284A-6,20
L284A-7,20
L284A-8,14
L284BG-3,0
L284BG-4,20
L284BG-5,20
L284BG-6,20
L284BG-7,17
L284BG-8,20
L289C-3,0
L289C-4,6
L289C-5,4
L289C-6,0
L289C-7,0
L289C-8,0
L289G-3,20
L289G-4,20
L289G-5,20
L289G-6,20
L289G-7,20
L289G-8,20
L290C-3,20
L290C-4,20
L290C-5,20
L290C-6,20
L290C-7,20
L290C-8,20
L290F-3,20
L290F-4,20
L290F-5,20
L290F-6,20
L290F-7,20
L290F-8,20
L291BD-3,0
L291BD-4,0
L291BD-5,17
L291BD-6,20
L291BD-7,0
L291BD-8,0
L291C-3,8
L291C-4,8
L291C-5,20
L291C-6,20
L291C-7,20
L291C-8,0
L298FC-3,3
L298FC-4,20
L298FC-5,20
L298FC-6,20
L298FC-7,20
L298FC-8,20
L298FPK-3,1
L298FPK-4,20
L298FPK-5,20
L298FPK-6,20
L298FPK-7,20
L298FPK-8,18
L303BM-3,0
L303BM-4,8
L303BM-5,20
L303BM-6,20
L303BM-7,10
L303BM-8,0
L303CM-3,6
L303CM-4,15
L303CM-5,20
L303CM-6,20
L303CM-7,20
L303CM-8,0
L307A-3,4
L307A-4,0
L307A-5,0
L307A-6,20
L307A-7,0
L307A-8,0
L307A-9,0
L307AF-3,0
L307AF-4,0
L307AF-5,0
L307AF-6,0
L307AF-7,0
L307AF-8,0
L307AF-9,0
L307BT-3,4
L307BT-4,18
L307BT-5,19
L307BT-6,20
L307BT-7,11
L307BT-8,15
L307BT-9,20
L309A-3,2
L309A-4,6
L309A-5,20
L309A-6,20
L309A-7,17
L309A-8,5
L309C-3,2
L309C-4,16
L309C-5,20
L309C-6,20
L309C-7,10
L309C-8,0
L310AA-3,18
L310AA-4,20
L310AA-5,20
L310AA-6,20
L310AA-7,20
L310AA-8,20
L310AA-9,20
L310ABM-3,7
L310ABM-4,19
L310ABM-5,20
L310ABM-6,20
L310ABM-7,20
L310ABM-8,20
L310ABM-9,0
L310ACM-3,0
L310ACM-4,3
L310ACM-5,0
L310ACM-6,0
L310ACM-7,0
L310ACM-8,0
L310ACM-9,0
L310AP-3,3
L310AP-4,19
L310AP-5,20
L310AP-6,20
L310AP-7,20
L310AP-8,16
L310AP-9,7
L310BD-3,0
L310BD-4,0
L310BD-5,15
L310BD-6,0
L310BD-7,0
L310BD-8,0
L310BD-9,0
L310BGM-3,20
L310BGM-4,20
L310BGM-5,20
L310BGM-6,20
L310BGM-7,20
L310BGM-8,20
L310BGM-9,0
L310C-3,14
L310C-4,20
L310C-5,20
L310C-6,20
L310C-7,20
L310C-8,0
L310C-9,10
L310CM-3,0
L310CM-4,20
L310CM-5,20
L310CM-6,20
L310CM-7,20
L310CM-8,20
L310CM-9,3
L310LFM-3,10
L310LFM-4,17
L310LFM-5,20
L310LFM-6,20
L310LFM-7,20
L310LFM-8,20
L310LFM-9,20
L310LFP-3,15
L310LFP-4,20
L310LFP-5,20
L310LFP-6,20
L310LFP-7,20
L310LFP-8,20
L310LFP-9,20
L317BE-3,0
L317BE-4,0
L317BE-5,8
L317BE-6,20
L317BE-7,0
L317BE-8,0
L320A-3,11
L320A-4,9
L320A-5,20
L320A-6,20
L320A-7,20
L320A-8,20
L320A-9,0
L320B-3,15
L320B-4,1
L320B-5,20
L320B-6,20
L320B-7,0
L320B-8,0
L320B-9,0
L324A-3,17
L324A-4,5
L324A-5,20
L324A-6,20
L324A-7,14
L324A-8,10
L324A-9,1
L342WB-3,8
L342WB-4,7
L342WB-5,13
L342WB-6,1
L342WB-7,0
L342WB-8,5
L342WB-9,0
L343A-3,0
L343A-4,0
L343A-5,0
L343A-6,2
L343A-7,0
L343A-8,0
L343A-9,0
L343BT-3,0
L343BT-4,0
L343BT-5,0
L343BT-6,10
L343BT-7,9
L343BT-8,0
L343BT-9,0
L353A-3,3
L353A-4,6
L353A-5,20
L353A-6,20
L353A-7,20
L353A-8,10
L361AS-3,10
L361AS-4,20
L361AS-5,20
L361AS-6,20
L361AS-7,20
L361AS-8,20
L361AS-9,20
L361CS-3,20
L361CS-4,20
L361CS-5,20
L361CS-6,20
L361CS-7,20
L361CS-8,20
L361CS-9,18
L363A-3,20
L363A-4,20
L363A-5,20
L363A-6,20
L363A-7,16
L363A-8,20
L363F-3,20
L363F-4,20
L363F-5,20
L363F-6,20
L363F-7,20
L363F-8,13
L372C-3,20
L372C-4,20
L372C-5,20
L372C-6,20
L372C-7,20
L372C-8,20
L372C-9,6
L372F-3,10
L372F-4,20
L372F-5,20
L372F-6,20
L372F-7,20
L372F-8,20
L372F-9,0
L376AS-3,13
L376AS-4,20
L376AS-5,20
L376AS-6,20
L376AS-7,20
L376AS-8,20
L376AS-9,20
L377A-3,20
L377A-4,20
L377A-5,20
L377A-6,20
L377A-7,20
L377A-8,20
L377A-9,20
L377D-3,0
L377D-4,4
L377D-5,19
L377D-6,16
L377D-7,13
L377D-8,5
L377D-9,7
L377EF-3,20
L377EF-4,20
L377EF-5,20
L377EF-6,20
L377EF-7,20
L377EF-8,20
L377EF-9,20
L377PK-3,4
L377PK-4,20
L377PK-5,20
L377PK-6,20
L377PK-7,20
L377PK-8,20
L377PK-9,9
L381AP-3,5
L381AP-4,5
L381AP-5,20
L381AP-6,20
L381AP-7,20
L381AP-8,20
L381AP-9,0
L383A-36,16
L383A-37,20
L383A-38,20
L383A-39,20
L383A-40,20
L383A-41,20
L383A-42,20
L388C-3,20
L388C-4,20
L388C-5,20
L388C-6,20
L388C-7,20
L388C-8,20
L388F-3,20
L388F-4,20
L388F-5,20
L388F-6,20
L388F-7,20
L388F-8,20
L389A-3,0
L389A-4,0
L389A-5,19
L389A-6,20
L389A-7,18
L389A-8,19
L394A-3,1
L394A-4,0
L394A-5,20
L394A-6,18
L394A-7,20
L394A-8,0
L394C-3,0
L394C-4,0
L394C-5,0
L394C-6,0
L394C-7,0
L394C-8,0
L394G-3,0
L394G-4,0
L394G-5,0
L394G-6,0
L394G-7,0
L394G-8,0
L396BE-3,0
L396BE-4,0
L396BE-5,12
L396BE-6,20
L396BE-7,20
L396BE-8,17
L396NC-3,6
L396NC-4,0
L396NC-5,18
L396NC-6,11
L396NC-7,20
L396NC-8,20
L399A-3,0
L399A-4,0
L399A-5,7
L399A-6,3
L399A-7,5
L399A-8,16
L400A-3,0
L400A-4,18
L400A-5,20
L400A-6,20
L400A-7,20
L400A-8,18
L401A-3,2
L401A-4,20
L401A-5,20
L401A-6,20
L401A-7,20
L401A-8,20
L402A-2,0
L402A-3,20
L402A-4,20
L402A-5,20
L402A-6,20
L402A-7,20
L402A-8,20
L402A-9,20
L402AP-2,14
L402AP-3,20
L402AP-4,20
L402AP-5,20
L402AP-6,20
L402AP-7,20
L402AP-8,20
L402AP-9,10
L402C-2,2
L402C-3,17
L402C-4,20
L402C-5,20
L402C-6,20
L402C-7,20
L402C-8,20
L402C-9,20
L407AP-3,20
L407AP-4,20
L407AP-5,20
L407AP-6,20
L407AP-7,20
L407AP-8,20
L408A-3,17
L408A-4,18
L408A-5,20
L408A-6,20
L408A-7,20
L408A-8,20
L408A-9,20
L408BR-3,10
L408BR-4,20
L408BR-5,20
L408BR-6,20
L408BR-7,20
L408BR-8,20
L408BR-9,14
L408C-3,13
L408C-4,20
L408C-5,20
L408C-6,20
L408C-7,20
L408C-8,20
L408C-9,20
L409AP-3,18
L409AP-4,20
L409AP-5,20
L409AP-6,20
L409AP-7,20
L409AP-8,4
L409BDP-3,0
L409BDP-4,0
L409BDP-5,0
L409BDP-6,2
L409BDP-7,0
L409BDP-8,0
L412AP-3,0
L412AP-4,5
L412AP-5,20
L412AP-6,20
L412AP-7,20
L412AP-8,14
L413A-3,20
L413A-4,20
L413A-5,20
L413A-6,20
L413A-7,20
L413A-8,20
L413LFM-3,20
L413LFM-4,20
L413LFM-5,20
L413LFM-6,20
L413LFM-7,20
L413LFM-8,20
L414A-3,20
L414A-4,20
L414A-5,20
L414A-6,20
L414A-7,20
L414A-8,20
L414A-9,20
L415A-3,20
L415A-4,20
L415A-5,20
L415A-6,20
L415A-7,20
L415A-8,20
L415C-3,13
L415C-4,20
L415C-5,20
L415C-6,20
L415C-7,20
L415C-8,20
L415E-3,20
L415E-4,20
L415E-5,20
L415E-6,20
L415E-7,20
L415E-8,20
L415G-3,18
L415G-4,20
L415G-5,20
L415G-6,20
L415G-7,20
L415G-8,20
L415LT-3,20
L415LT-4,20
L415LT-5,20
L415LT-6,20
L415LT-7,20
L415LT-8,20
L417A-3,9
L417A-4,20
L417A-5,20
L417A-6,20
L417A-7,20
L417A-8,20
L417BG-3,8
L417BG-4,20
L417BG-5,20
L417BG-6,20
L417BG-7,20
L417BG-8,20
L423BG-3,8
L423BG-4,20
L423BG-5,20
L423BG-6,20
L423BG-7,20
L423BG-8,20
L423BG-9,3
L423NC-3,12
L423NC-4,20
L423NC-5,20
L423NC-6,20
L423NC-7,20
L423NC-8,20
L423NC-9,0
L429A-3,16
L429A-4,20
L429A-5,20
L429A-6,20
L429A-7,19
L429A-8,20
L429A-9,19
L433A-3,7
L433A-4,10
L433A-5,20
L433A-6,20
L433A-7,13
L433A-8,0
L433C-3,20
L433C-4,20
L433C-5,20
L433C-6,20
L433C-7,20
L433C-8,20
L435A-3,11
L435A-4,20
L435A-5,20
L435A-6,20
L435A-7,20
L435A-8,20
L435A-9,16
L438A-3,20
L438A-4,20
L438A-5,20
L438A-6,20
L438A-7,20
L438A-8,20
L438BE-3,20
L438BE-4,20
L438BE-5,20
L438BE-6,20
L438BE-7,20
L438BE-8,20
L439A-3,0
L439A-4,20
L439A-5,20
L439A-6,2
L439A-7,13
L439A-8,20
L439A-9,0
L443C-3,20
L443C-4,20
L443C-5,20
L443C-6,20
L443C-7,20
L443C-8,19
L443C-9,9
L443FS-3,10
L443FS-4,20
L443FS-5,20
L443FS-6,20
L443FS-7,20
L443FS-8,20
L443FS-9,6
L444A-3,4
L444A-4,20
L444A-5,20
L444A-6,20
L444A-7,20
L444A-8,20
L444A-9,0
L447A-3,17
L447A-4,20
L447A-5,20
L447A-6,20
L447A-7,20
L447A-8,20
L447BT-3,0
L447BT-4,11
L447BT-5,20
L447BT-6,20
L447BT-7,20
L447BT-8,14
L454A-3,6
L454A-4,20
L454A-5,20
L454A-6,20
L454A-7,20
L454A-8,13
L456A-3,0
L456A-4,20
L456A-5,20
L456A-6,20
L456A-7,0
L456A-8,0
L456A-9,0
L456FS-3,0
L456FS-4,8
L456FS-5,20
L456FS-6,20
L456FS-7,11
L456FS-8,4
L456FS-9,0
L469BG-3,4
L469BG-4,20
L469BG-5,20
L469BG-6,20
L469BG-7,20
L469BG-8,15
L469FS-3,3
L469FS-4,16
L469FS-5,20
L469FS-6,20
L469FS-7,20
L469FS-8,11
L471EF-3,9
L471EF-4,15
L471EF-5,20
L471EF-6,20
L471EF-7,20
L471EF-8,20
L471FM-3,12
L471FM-4,20
L471FM-5,20
L471FM-6,20
L471FM-7,20
L471FM-8,20
L477A-3,3
L477A-4,14
L477A-5,2
L477A-6,11
L477A-7,16
L477A-8,1
L477A-9,0
L480G-3,20
L480G-4,20
L480G-5,20
L480G-6,20
L480G-7,20
L480G-8,20
L491C-3,0
L491C-4,0
